opened_at,closed_at,ticker_1,ticker_2,direction_1,direction_2,entry_zscore,exit_zscore,exit_reason,hedge_ratio,intercept,reserved_capital,quantity_1,quantity_2,entry_price_1,entry_price_2,exit_price_1,exit_price_2,gross_pnl,open_fee,close_fee,fees_paid,net_pnl,return_pct
2026-04-18T23:12:28.669764,2026-04-18T23:28:15.229219,HUSDT,PROMUSDT,Long,Short,-2.685671812836449,-2.578732622523741,profit_lock_stop,0.043253406362482816,0.04235509484603919,99.67235885332751,1350.0,58.3,0.11249,2.4849,0.11141,2.3928,3.911430000000002,0.059346234000000005,0.057980748,0.117326982,3.794103018000002,3.806574923729056
2026-04-18T10:58:27.393342,2026-04-19T01:01:10.237729,ONDOUSDT,XLMUSDT,Long,Short,-2.2633134915664708,-2.1097448252776103,model_breakdown_coint,1.101937730801855,0.08199938476093893,99.23718943490755,663.0,730.0,0.2621,0.16934,0.2575484903019396,0.171064206,-4.276321309814048,0.0594781,0.1625973356976023,0.2220754356976023,-4.49839674551165,-4.532974755862342
2026-04-18T23:16:31.691075,2026-04-19T01:01:16.186512,API3USDT,LIGHTUSDT,Short,Long,2.734070176952637,2.8058403163164756,model_breakdown_half_life,0.8137631148938218,0.14127161110380393,99.7164989408275,558.7,454.0,0.3818,0.1887,0.37977594,0.15846830633873227,-12.594346600215555,0.059796291999999994,0.15626898581568147,0.21606527781568147,-12.810411878031237,-12.846832785046963
2026-04-18T09:22:56.681083,2026-04-19T02:19:20.281487,CRVUSDT,DOGEUSDT,Short,Long,2.254257332424291,0.49072671492986836,mean_reversion,3.0875095574613383,-0.06947378098954343,99.1083115070007,557.3,1720.0,0.2351,0.09664,0.2260452,0.09485102979404118,1.9692112857508297,0.059448406,0.15901531866316299,0.218463724663163,1.7507475610876666,1.7664992314635481
2026-04-18T23:12:34.348330,2026-04-19T03:00:23.861833,OPUSDT,APEUSDT,Long,Short,-2.4588495484103365,-2.4493540761857107,model_breakdown_coint,1.1619769243526585,0.009717815649619077,99.6941721281385,1188.0,1380.4,0.12675,0.10757,0.12324535092981405,0.106381272,-2.5226029641809116,0.0598137256,0.1612953016253805,0.2211090272253805,-2.743711991406292,-2.7521287682491162
2026-04-17T18:35:49.190018,2026-04-19T04:01:12.917510,ORDIUSDT,DYDXUSDT,Long,Short,-2.2611716208356087,-1.7183339069226966,model_breakdown_coint,141.62218207759804,-11.345018439658782,99.07848538228623,11.65,1649.8,6.325,0.13547,4.191161767646471,0.14312862,-37.49440668291862,0.05943693120000001,0.15672834752799478,0.2161652787279948,-37.710571961646615,-38.06131252021411
2026-04-19T03:18:27.411809,2026-04-19T07:23:02.061556,LINKUSDT,LTCUSDT,Long,Short,-2.3507856551303306,-0.27311452422411864,mean_reversion,0.2653639079874882,-5.4378372837191336,99.36161752474787,12.4,3.2,9.22,55.58,9.11117776444711,54.810959999999994,1.111532279144165,0.05843680000000001,0.15860552195352928,0.2170423219535293,0.8944899571906357,0.9002369118717761
2026-04-18T10:57:29.404846,2026-04-19T07:24:16.334113,1000BONKUSDT,AXLUSDT,Long,Short,-2.6995409937235806,-1.1191052917560467,profit_lock_stop,0.04077925347438536,0.0039334824228418165,99.12857735902526,33100.0,1349.0,0.006218,0.06741,0.005948,0.05812,3.5952100000000193,0.059350378,0.05505653600000001,0.11440691400000001,3.4808030860000194,3.511402240136261
2026-04-19T03:17:06.253717,2026-04-19T09:00:07.050690,BCHUSDT,PIEVERSEUSDT,Long,Short,-2.2573978354437494,-1.6898321800023874,model_breakdown_coint,88.06514289519914,399.0744153177145,99.33987862776466,0.59,51.0,444.8,0.66,441.8116376724655,0.60452088,1.0663013467546427,0.05921840000000001,0.16032468710871506,0.21954308710871506,0.8467582596459277,0.8523850354385935
2026-04-17T22:41:08.757257,2026-04-19T10:01:01.512084,SOLUSDT,ENAUSDT,Long,Short,-2.717122832531185,-1.6248516752246547,model_breakdown_coint,242.8633625016812,60.73220483697477,99.09919521099589,2.4,582.0,89.31,0.13024,84.41311737652471,0.11743348199999999,-4.2991248203407,0.058028736000000004,0.14901577252521261,0.2070445085252126,-4.506169328865913,-4.547130094519593
2026-04-19T03:17:02.167631,2026-04-19T11:00:19.657508,XMRUSDT,SUIUSDT,Short,Long,2.5675583720003963,2.2722829465596743,model_breakdown_coint,170.60584053163268,180.50554797950753,99.31860855003055,0.58,90.0,351.58,0.9499,354.760938,0.9428114377124575,-2.482914645878841,0.05788148,0.15983790538876663,0.21771938538876662,-2.7006340312676076,-2.719162169803452
2026-04-19T07:21:46.112322,2026-04-19T13:00:12.962547,SHIB1000USDT,BOMEUSDT,Long,Short,-2.559803551063978,-2.0627409833968144,model_breakdown_coint,1.9694134759657989,0.005149207976686233,98.48690178211578,41970.0,82600.0,0.00597,0.0005424,0.006024795040991802,0.0005823164399999999,-0.9973500735740375,0.059072628,0.16552799219793426,0.22460062019793425,-1.2219506937719717,-1.240724067526577
2026-04-19T07:23:10.003306,2026-04-19T13:50:34.945742,LINKUSDT,BLURUSDT,Long,Short,-2.8868099095498567,-1.732377538375785,profit_lock_stop,72.99333740503901,7.407394123617805,98.52762001869962,26.1,1905.0,9.111,0.030086,9.304,0.031224,2.8694099999999967,0.05902218600000001,0.060463224,0.11948541000000001,2.7499245899999964,2.79101899495602
2026-04-19T11:25:28.497124,2026-04-19T14:56:00.469810,APEUSDT,ARKMUSDT,Long,Short,-2.583597347689888,-1.8454587686443973,profit_lock_stop,0.5709318936520393,0.03097894212980914,98.46491232133668,1630.1,930.0,0.10194,0.13883,0.10351,0.13806,3.2753570000000227,0.059056858800000014,0.05942549019999999,0.11848234900000001,3.1568746510000225,3.2060909582671195
2026-04-19T19:32:43.958682,2026-04-19T20:01:07.090091,ETHUSDT,XAUTUSDT,Long,Short,-2.223932048940028,-1.9294538438232336,model_breakdown_coint,1.3389614343181617,-4090.9331989951816,98.52469286024812,0.03,0.04,2298.53,4776.9,2296.8106378724256,4773.75456,0.0742367361727338,0.052006380000000005,0.14291997584489505,0.19492635584489504,-0.12068961967216124,-0.12249682406353996
2026-04-19T23:36:38.640964,2026-04-20T00:00:42.312552,LTCUSDT,ARBUSDT,Long,Short,-2.534843141121158,-2.422662205514455,model_breakdown_coint,65.70279933029869,47.25106914817389,98.54144958923249,4.7,308.8,54.04,0.12147,54.00919816036793,0.12163432199999999,-0.1955112798707229,0.058299587199999996,0.16027215049303115,0.21857173769303115,-0.41408301756375404,-0.42021202173283273
2026-04-19T23:36:43.220669,2026-04-20T07:23:19.312781,SOLUSDT,1000NEIROCTOUSDT,Long,Short,-2.443902781096654,-0.47429765088988507,mean_reversion,123.88908764598243,75.12283493979626,98.56161693498389,3.1,384.0,83.59,0.08926,85.38292341531694,0.087007398,6.4230617554825,0.05868096800000001,0.1639538468807154,0.2226348148807154,6.200426940601785,6.2909143877904246
2026-04-18T15:03:12.291807,2026-04-20T07:24:24.357423,AVAXUSDT,COMPUSDT,Long,Short,-2.352866588404889,-0.4080058560233291,mean_reversion,0.08719321835352148,7.467695843685991,99.59538663894884,25.4,2.21,9.426,26.46,9.28614277144571,24.7989588,0.11852744672104887,0.059579400000000005,0.15987054893849656,0.21944994893849656,-0.1009225022174477,-0.10133250708018224
2026-04-19T19:55:30.047309,2026-04-20T07:27:46.891330,CRVUSDT,BOMEUSDT,Long,Short,-2.2076969504398094,-0.4401967991925868,mean_reversion,112.99902136279522,0.17122719873728087,98.54456010732054,1002.1,113200.0,0.2255,0.0006151,0.23015396920615877,0.00056631324,10.186403773491708,0.059120574000000016,0.16210917322022045,0.22122974722022046,9.965174026271487,10.112353249554166
2026-04-19T03:16:54.415163,2026-04-20T07:47:21.566782,VIRTUALUSDT,XRPUSDT,Long,Short,-2.6515181558963277,-0.49910630045110393,mean_reversion,0.7360702435869471,-0.3286383434640522,99.29784737792035,170.0,125.1,0.6917,1.4309,0.6909618076384724,1.41588312,1.753118986540321,0.05931891800000001,0.16202476708579716,0.22134368508579716,1.5317753014545237,1.5426067552347826
2026-04-20T03:40:53.234147,2026-04-20T13:30:16.271844,ASTERUSDT,DOGEUSDT,Short,Long,2.4415824459819784,0.4721411809863985,mean_reversion,2.313030700614071,0.453531174725239,98.55226290396924,329.0,760.0,0.681,0.09403,0.6756350999999999,0.09481103779244152,2.3586408222555884,0.05910236,0.16188718514224057,0.22098954514224056,2.137651277113348,2.169053468814112
2026-04-20T07:45:13.509545,2026-04-20T15:00:31.626845,LDOUSDT,PENGUUSDT,Long,Short,-2.4616205703247047,-2.8782723894339837,model_breakdown_coint,73.18174947978336,-0.15109850084912757,98.86652143392261,333.3,24390.0,0.3605,0.007232,0.3598280343931214,0.0074194836,-4.796691140772653,0.05930862600000001,0.1654905388769751,0.2247991648769751,-5.021490305649628,-5.079060366259309
2026-04-22T14:47:07.881083,2026-04-22T15:00:59.955163,CRVUSDT,SPXUSDT,Long,Short,-2.5554605188523833,-1.9498737254853042,model_breakdown_coint,0.2508531292776087,0.14209052111763992,99.07852156214534,894.9,224.0,0.2353,0.386,0.235752849430114,0.38227644,1.2393323950090016,0.059406794000000006,0.16313283113325494,0.22253962513325495,1.0167927698757466,1.0262494371577602
2026-04-22T14:51:11.207122,2026-04-22T15:01:04.073399,ETHUSDT,XAUTUSDT,Short,Long,2.211439038446391,2.043648875187697,model_breakdown_coint,1.606663491967523,-5350.206843571961,99.12041694334071,0.02,0.032,2402.47,4717.9,2398.389582,4716.656668666267,0.04182175732056384,0.039804439999999996,0.10939544277052632,0.14919988277052632,-0.10737812544996247,-0.10833098645190531
2026-04-22T14:47:12.040807,2026-04-22T17:52:50.432055,APTUSDT,ORDIUSDT,Short,Long,2.41570285964611,1.5901893198058443,profit_lock_stop,0.029725006940940074,0.7819895040580639,99.09923206191337,268.38,7.97,0.9754,4.452,0.9672,4.543,2.925986000000027,0.0594520584,0.059156969200000006,0.1186090276,2.8073769724000273,2.832894780300706
2026-04-22T14:46:18.962611,2026-04-22T18:01:52.252021,SUIUSDT,PUMPFUNUSDT,Long,Short,-2.5506443762757764,-0.4965913242089178,mean_reversion,380.9826288225755,0.2371383589108564,99.0,170.0,64700.0,0.9685,0.0019262,0.9676064787042592,0.00189947982,1.5768970257240713,0.05785402800000001,0.15806419515354825,0.21591822315354825,1.3609788025705232,1.3747260632025486
2026-04-22T18:52:21.147274,2026-04-22T20:00:17.363675,AEROUSDT,FARTCOINUSDT,Short,Long,2.3278014504047735,2.5713567144337657,model_breakdown_coint,1.6976457490116574,0.037432620612994065,99.27015663277689,379.0,643.0,0.4247,0.21164,0.42098418,0.20674865026994602,-1.7368420964246947,0.059409164,0.16087081248896642,0.2202799764889664,-1.9571220729136611,-1.971511015292849
2026-04-22T18:55:33.577327,2026-04-22T21:01:07.518387,1000NEIROCTOUSDT,BIOUSDT,Short,Long,2.205851185872181,1.715045439966289,profit_lock_stop,2.538132835137298,0.012699573553677913,99.36483692587667,1711.0,4342.0,0.10076,0.02894,0.09917,0.02913,3.54547000000001,0.059611568000000004,0.059232466000000004,0.11884403400000002,3.4266259660000102,3.4485297535950017
2026-04-22T14:47:00.356451,2026-04-22T22:00:25.377882,TRUMPUSDT,ASTERUSDT,Short,Long,2.683042898127387,1.5489323308500549,model_breakdown_coint,4.963833654555687,-0.44781565342918606,99.05826456069302,46.4,230.0,2.994,0.6863,2.940588,0.6785642871425714,0.6991028427914381,0.05935412000000002,0.16088218808353527,0.22023630808353528,0.4788665347079028,0.48341906334781504
2026-04-22T22:54:35.506363,2026-04-22T23:00:32.450244,HUSDT,UNIUSDT,Short,Long,2.2309701636972656,2.0011166820619137,model_breakdown_coint,0.09358175785022299,-0.20207592950468817,99.45629101656827,670.0,62.6,0.12984,3.338,0.129265848,3.343331333733253,0.7184233317016532,0.05919032,0.1627453628084359,0.2219356828084359,0.4964876488932173,0.4992018542200696
2026-04-22T14:46:49.366735,2026-04-22T23:08:53.574841,MOODENGUSDT,PENGUUSDT,Long,Short,-2.699491732838407,-1.5580103659583828,profit_lock_stop,8.074941286813864,-0.004763265180149516,99.0384436762436,2294.0,18520.0,0.05987,0.00862,0.05857,0.008315,2.666399999999989,0.059396836,0.057670676000000004,0.11706751200000001,2.5493324879999886,2.574083753106773
2026-04-22T18:51:10.469508,2026-04-22T23:33:08.406181,HBARUSDT,CHZUSDT,Short,Long,2.742845708773563,0.43876949887362054,mean_reversion,0.3726916756491903,0.07327719777437196,99.18428326660812,2708.0,1009.0,0.09237,0.04696,0.09076814999999999,0.04716056788642271,4.540182797400521,0.05950412,0.1613618397585703,0.2208659597585703,4.319316837641951,4.354839996203425
2026-04-22T22:54:32.626624,2026-04-23T00:00:12.073905,SUIUSDT,NEARUSDT,Long,Short,-2.4204161541245837,-2.8963158343596103,model_breakdown_coint,0.5073909713120355,0.2492695885939302,99.43023061869309,170.0,86.2,0.9529,1.4093,0.9438112377524495,1.40218038,-0.9313783380835774,0.056694931999999996,0.15472372254565403,0.21141865454565403,-1.1427969926292314,-1.1493456120118695
2026-04-22T18:52:29.143293,2026-04-23T00:09:51.234116,HIGHUSDT,BLURUSDT,Long,Short,-2.3490836486676527,-1.8426586324994658,profit_lock_stop,12.945794009955248,-0.13262136519255147,99.29293435214197,413.6,5354.0,0.26166,0.035409,0.25159,0.034042,3.1539659999999907,0.05956047240000001,0.0572636984,0.11682417080000002,3.0371418291999905,3.058769336425067
2026-04-22T18:52:39.661856,2026-04-23T00:30:11.052405,SEIUSDT,ZEREBROUSDT,Short,Long,2.31542032418051,1.5722914105961245,profit_lock_stop,0.4962996329205106,0.05027078485471627,99.34024752158066,4238.0,2103.0,0.06263,0.015492,0.06147,0.01487,3.6080140000000327,0.05960112320000001,0.058356294,0.11795741720000001,3.4900565828000327,3.5132352393644415
2026-04-22T14:46:35.730533,2026-04-23T01:00:11.056565,VIRTUALUSDT,WIFUSDT,Short,Long,2.5033963569902427,2.8754814474341273,model_breakdown_coint,2.9388988209960774,0.10225810223555394,99.01903519412815,228.0,670.0,0.7108,0.19972,0.69383874,0.1874625074985003,-4.345352696004811,0.05917496,0.15608731200919737,0.21526227200919737,-4.560614968014009,-4.60579620784313
2026-04-22T18:50:40.218802,2026-04-23T02:00:05.494041,BNBUSDT,LINKUSDT,Short,Long,2.674440343173964,2.5729196480812724,model_breakdown_coint,53.34121282374172,128.66779137472727,99.16396298003421,0.25,13.3,646.3,9.461,637.6274999999999,9.23515296940612,-0.8356405068986157,0.05748126,0.15522892522120577,0.21271018522120577,-1.0483506921198216,-1.0571891850781496
2026-04-23T02:58:41.441736,2026-04-23T03:31:45.236992,1000000MOGUSDT,SPKUSDT,Long,Short,-2.716686569680805,-4.028031102201634,zscore_stop,2.1486239174281705,0.09225887736464633,99.47362766910592,1149.0,2460.0,0.16299,0.044942,0.1608978204359128,0.0543798738,-25.621083867136175,0.059566566,0.1752553468758751,0.23482191287587512,-25.85590578001205,-25.992724288713426
2026-04-22T22:54:03.635655,2026-04-23T06:01:15.046807,AVAXUSDT,GRASSUSDT,Long,Short,-2.5939422389756817,-2.5249672610945413,model_breakdown_coint,6.702179073073437,7.046842909701892,99.35638506348812,24.4,163.0,9.414,0.41377,9.267146570685863,0.418263636,-4.315686343264922,0.059429222000000004,0.1618624419460043,0.2212916639460043,-4.5369780072109265,-4.566367832637858
2026-04-22T18:52:10.538845,2026-04-23T07:01:07.972414,TRXUSDT,BEATUSDT,Long,Short,-2.361092062776999,-2.5026289581287458,model_breakdown_coint,0.05776172001290632,0.299331917187937,99.24792795910044,825.0,47.0,0.32866,0.55753,0.3269246150769846,0.584126802,-2.6817422554877,0.059469682,0.16344172192288178,0.22291140392288178,-2.904653659410582,-2.92666428321564
2026-04-23T02:58:44.493120,2026-04-23T07:01:20.339711,XAUTUSDT,HYPEUSDT,Long,Short,-2.395636337241412,-1.6733547357603882,model_breakdown_coint,17.5168297839814,4010.35163601203,99.4970218035147,0.055,0.96,4682.2,40.984,4690.761847630474,40.917181799999994,0.5350470916760992,0.059373128,0.16349981788122186,0.22287294588122186,0.31217414579487734,0.3137522512094426
2026-04-22T22:54:17.343940,2026-04-23T09:01:07.711756,SOLUSDT,SPXUSDT,Long,Short,-2.6253736045401155,-1.9443310983201703,model_breakdown_coint,79.90390990290231,58.712481769656804,99.38035247171517,2.5,199.0,87.3,0.3953,85.61287742451509,0.38147628,-1.4668861587122692,0.05938294,0.15947028530470825,0.21885322530470824,-1.6857393840169774,-1.6962501561832946
2026-04-22T22:54:27.584145,2026-04-23T09:01:10.147892,1000BONKUSDT,CRVUSDT,Short,Long,2.5388356563502175,1.7906493331715723,model_breakdown_coint,0.026655347351752207,6.91277040123876e-05,99.40495811419196,23800.0,634.3,0.00641,0.229,0.006291257999999999,0.22385522895420915,-0.43726867434512817,0.05956253999999999,0.16044782166911017,0.22001036166911017,-0.6572790360142383,-0.661213533493154
2026-04-23T07:01:28.132416,2026-04-23T09:50:11.281336,METUSDT,STRKUSDT,Long,Short,-2.568363644191903,-0.4359540848117089,mean_reversion,4.429907344461327,-0.012592594066988386,98.68487486833766,758.3,3359.1,0.17127,0.04947,0.17391521695660866,0.042838566,24.28151796759634,0.0592097436,0.15167841483783803,0.21088815843783804,24.0706298091585,24.3914073370137
2026-04-22T18:51:53.283129,2026-04-23T11:52:44.486405,SHIB1000USDT,COREUSDT,Long,Short,-2.447051707008325,-0.48011319653069534,mean_reversion,0.013531522435746198,0.005574196598627566,99.22622257653939,41760.0,565.0,0.006248,0.06498,0.00610377924415117,0.049099818,2.9496440657528487,0.059526036000000004,0.1554493701231641,0.2149754061231641,2.7346686596296848,2.755993918361917
2026-04-23T11:04:09.616900,2026-04-23T12:00:22.846644,DOGEUSDT,UNIUSDT,Short,Long,2.439743063045784,2.457493350396688,model_breakdown_coint,0.019785407639905977,0.030318828084757332,99.18510782859829,1864.0,36.8,0.09572,3.226,0.09617923199999999,3.241351729654069,-0.2910647967302401,0.059427775999999995,0.16420790765459836,0.22363568365459835,-0.5147004803848385,-0.518929193759906
2026-04-22T18:51:32.745421,2026-04-23T12:32:58.130203,IPUSDT,GALAUSDT,Short,Long,2.7324155311034843,0.49827542349426057,mean_reversion,150.3634326702075,0.052969356666405856,99.20501512780514,283.7,42658.0,0.5508,0.003313,0.5211042,0.0031783643271345733,2.6814099269066096,0.059517582799999996,0.15588095985379866,0.21539854265379865,2.466011384252811,2.485772902787087
2026-04-22T18:52:35.405874,2026-04-23T13:03:33.456636,AVNTUSDT,LTCUSDT,Short,Long,2.249339063028143,0.4864752807640402,mean_reversion,0.005348651287649436,-0.15616438960750773,99.3162834640381,661.0,3.5,0.15016,56.15,0.14380875599999998,55.60887822435513,2.304246069242966,0.059156152000000004,0.15932876382568364,0.21848491582568363,2.085761153417282,2.1001200212778053
2026-04-23T02:58:30.200893,2026-04-23T15:40:08.736971,OPUSDT,1000NEIROCTOUSDT,Long,Short,-2.8088404803488403,-0.4813238413296336,mean_reversion,0.39793400561650605,0.08865130871308655,99.45081192768114,1941.3,772.0,0.1185,0.08841,0.12222555488902219,0.08906781,6.724590386058791,0.059659314,0.16832025046433233,0.22797956446433232,6.496610821594459,6.532486458047902
2026-04-23T15:07:17.412576,2026-04-23T16:00:44.621207,NEARUSDT,SOLUSDT,Short,Long,2.267578653971106,2.27478028033436,model_breakdown_coint,0.021162762526953663,-0.43472505995988087,99.27413312324481,92.6,1.9,1.3976,85.8,1.4082815999999998,86.24275144971007,-0.14788840555084692,0.058487552,0.161847457152947,0.220335009152947,-0.36822341470379394,-0.37091576941463644
2026-04-23T19:11:40.491167,2026-04-23T23:01:02.529337,PIPPINUSDT,DOTUSDT,Short,Long,2.805711263010221,1.732963940776329,model_breakdown_coint,0.016198401020327186,0.010659913922029848,99.40739934953395,6609.0,107.0,0.02539,1.218,0.02505501,1.2365526894621075,4.1990866824455075,0.059625702,0.16384483437434502,0.22347053637434502,3.9756161460711623,3.9993161194089737
2026-04-23T23:16:24.258950,2026-04-24T01:44:29.182920,MONUSDT,NEARUSDT,Long,Short,-2.9161404457803823,-4.185171066440449,zscore_stop,0.04458018718432846,-0.027903086820298285,99.53510013861533,3154.0,140.6,0.032181,1.4018,0.031195760847830434,1.4038807199999999,-3.3999935179428054,0.0597183908,0.16267738242033147,0.22239577322033147,-3.622389291163137,-3.6393084310142827
2026-04-23T19:11:37.585066,2026-04-24T07:24:30.596617,CRVUSDT,XRPUSDT,Long,Short,-2.5160449779336624,-0.482062488663773,mean_reversion,0.16647158262257716,-0.007832819005146752,99.38707646236911,651.4,108.4,0.2198,1.4289,0.22495500899820037,1.42808556,3.446258157427731,0.059614096,0.16573709216098523,0.22535118816098523,3.220906969266746,3.2407704139343276
2026-04-23T23:16:21.658406,2026-04-24T09:00:50.602158,LTCUSDT,UNIUSDT,Short,Long,2.7004627429888624,2.0580295052075765,model_breakdown_coint,7.547879397599107,30.40830485507636,99.5137908060776,3.6,27.1,56.03,3.278,56.061209999999996,3.251349730053989,-0.8345783155368764,0.058108360000000005,0.15946256352645471,0.2175709235264547,-1.0521492390633311,-1.057289879664672
2026-04-24T03:21:15.320208,2026-04-24T12:35:39.998491,1000RATSUSDT,HUSDT,Short,Long,2.7401546816213496,0.49555801365744834,mean_reversion,0.035891449598756814,0.03392627364013148,99.45359637956416,6200.0,220.0,0.04286,0.14536,0.0390078,0.14112177564487102,22.95123064187163,0.05954224000000001,0.1500923328530294,0.2096345728530294,22.7415960690186,22.86653966964192
