,EIGENUSDT,BNXUSDT,Spread,ZScore
109,2.8343,0.6445,-0.0981749999999999,-1.1441970974651114
110,2.7663,0.6318,-0.10838999999999999,-1.162245884533449
111,2.7663,0.631,-0.10474999999999968,-1.0240740734214628
112,2.7157,0.6236,-0.12168000000000001,-1.1336465313012136
113,2.7132,0.6236,-0.12417999999999996,-1.061108571668943
114,2.716,0.6212,-0.11045999999999978,-0.8005910882874614
115,2.7242,0.6246,-0.11772999999999989,-0.821327330974323
116,2.79,0.6303,-0.07786499999999963,-0.1580164021671806
117,2.803,0.6274,-0.05166999999999966,0.45067839217960015
118,2.8395,0.6261,-0.009254999999999569,1.6215865380958625
119,2.8234,0.6247,-0.01898500000000025,1.488265537941577
120,2.8139,0.6256,-0.032580000000000275,1.1734384887334086
121,2.7659,0.6176,-0.04418000000000033,0.9077998723193818
122,2.7639,0.617,-0.04344999999999999,0.8421775328946867
123,2.8031,0.6214,-0.02426999999999957,1.2032203125105976
124,2.7472,0.6114,-0.0346700000000002,0.8616999554940843
125,2.7207,0.6076,-0.04388000000000014,0.5910509175789128
126,2.7225,0.6024,-0.01841999999999988,1.127277261567926
127,2.7469,0.6059,-0.009944999999999649,1.2558579540376376
128,2.786,0.6138,-0.006790000000000074,1.2717471731911674
129,2.8425,0.6176,0.03241999999999967,1.9014885758482234
130,2.8685,0.6306,-0.0007299999999998974,1.0762221174956625
131,2.8684,0.6363,-0.02676500000000015,0.4518086711502376
132,2.8653,0.6307,-0.004385000000000083,0.8633904432088788
133,2.846,0.6343,-0.040064999999999795,-0.03984427521077082
134,2.8526,0.6355,-0.038924999999999876,-0.1293152125381653
135,2.934,0.6405,0.01972500000000066,1.489071788696839
136,2.8825,0.6369,-0.01539500000000027,0.31925493296067353
137,2.901,0.6376,-7.999999999963592e-05,0.889839024151656
138,2.8843,0.6317,0.01006499999999999,1.2388226004900111
139,2.8526,0.6296,-0.01208000000000009,0.22021674009393177
140,2.8341,0.6283,-0.024664999999999715,-0.3499218262551241
141,2.8739,0.6326,-0.004430000000000156,0.5271647796566732
142,2.8504,0.6344,-0.036119999999999486,-0.9868615306693249
143,2.8231,0.6315,-0.0502249999999993,-1.6044285677494918
144,2.8256,0.6305,-0.04317499999999974,-1.1929529267361823
145,2.8022,0.6312,-0.0697599999999996,-2.07061904926544
146,2.8271,0.6326,-0.05122999999999989,-1.2892949262320674
147,2.7999,0.6295,-0.06432499999999974,-1.6006794903743249
148,2.8322,0.6342,-0.05340999999999996,-1.0919687021194473
149,2.9377,0.6465,-0.003874999999999851,0.6722310038628871
150,2.9317,0.6436,0.0033200000000004337,1.0625522479991452
151,2.9406,0.6474,-0.005069999999999908,0.7509046464221879
152,2.8553,0.6353,-0.03531499999999976,-0.4108450945557968
153,2.8472,0.6344,-0.03931999999999958,-0.5067424011783492
154,2.8733,0.64,-0.03869999999999996,-0.48564200416288283
155,2.8586,0.6413,-0.059314999999999785,-1.2151565765434258
156,2.8457,0.6426,-0.07812999999999981,-1.7578467443846495
157,2.8255,0.6382,-0.0783100000000001,-1.558203387009671
158,2.821,0.6327,-0.057784999999999975,-0.7424502460040739
159,2.8353,0.6355,-0.056224999999999525,-0.6149980258671063
160,2.8448,0.6354,-0.04626999999999937,-0.15671650115763408
161,2.8311,0.6369,-0.06679499999999994,-0.9175276785205337
162,2.855,0.638,-0.04789999999999983,-0.059180201496613904
163,2.8444,0.6385,-0.06077500000000002,-0.577365243887264
164,2.8583,0.6326,-0.020030000000000214,1.1250219956890906
165,2.8368,0.6271,-0.016504999999999548,1.1768798228973616
166,2.8964,0.6321,0.020344999999999835,2.2284441664378276
167,2.8885,0.6282,0.03019000000000016,2.1401012025764694
168,2.8969,0.6195,0.07817499999999988,2.7431057985559235
169,2.9443,0.6244,0.10328000000000026,2.5910221814371046
170,3.0738,0.6279,0.2168549999999998,3.2077404842649666
171,3.0301,0.6351,0.14039500000000027,1.853733206177545
172,3.0353,0.6272,0.18154000000000003,2.009258798503633
173,3.0294,0.6307,0.15971499999999983,1.557141690589919
174,3.0355,0.6278,0.1790099999999999,1.5552835849799667
175,3.0149,0.6295,0.15067500000000011,1.1524456489120936
176,3.001,0.6269,0.14860499999999988,1.0284665899742351
177,3.0307,0.6338,0.1469100000000001,0.9213203072293069
178,3.0167,0.6285,0.15702500000000041,0.9305980494762647
179,2.9917,0.6252,0.14704000000000006,0.7522279361483825
180,2.9588,0.6253,0.11368500000000026,0.3430878163421285
181,2.9376,0.6209,0.11250500000000008,0.26223484031204725
182,2.9238,0.6209,0.09870499999999982,0.019559933017348128
183,2.9045,0.6196,0.08531999999999984,-0.24439893467873025
184,2.9132,0.6185,0.0990249999999997,-0.18809134512978193
185,2.9164,0.6184,0.10268000000000033,-0.2512541717696751
186,2.9209,0.6197,0.10126500000000016,-0.44339396903344913
187,2.8984,0.6151,0.09969500000000009,-0.6293077478776754
188,2.9246,0.6162,0.12089000000000016,-0.2690739935861649
189,2.9126,0.6146,0.11616999999999988,-0.47393740239449184
190,2.9216,0.6123,0.13563500000000062,0.049515225073645704
191,2.9096,0.6137,0.11726500000000017,-0.42851949213352897
192,2.9128,0.6098,0.13820999999999994,0.32602827804217205
193,2.898,0.6105,0.12022500000000003,-0.23729483748357846
194,2.8646,0.6074,0.10092999999999952,-0.9158503734539676
195,2.8584,0.6002,0.12749000000000033,0.31106405006879084
196,2.8792,0.6016,0.14191999999999982,1.043996821573932
197,2.8489,0.5993,0.12208499999999978,0.1446410581124409
198,2.8154,0.5937,0.11406500000000008,-0.1976770373854628
199,2.7972,0.5707,0.20051500000000022,3.295132377006844
